Employee_ID,Age,Industry,Job_Role,Experience_Years,Company_Size,Remote_Work_Type,AI_Tools_Used,Daily_AI_Usage_Hours,Primary_AI_Tool,Tasks_Automated_Percent,Time_Saved_Per_Day_Minutes,Learning_Time_Per_Week_Hours,Meetings_Per_Day,Work_Hours_Per_Day,Job_Satisfaction,Productivity_Change,Salary_USD,Promotion_Last_Year,Fear_of_AI_Replacing_Job,Target
24804,33,Marketing,Software Engineer,4,Large,Onsite,2,3.7,Midjourney,34,146,4.1,2,9.8,Low,Decreased,44254,Yes,Medium,Low
24805,29,Retail,Software Engineer,3,Medium,Hybrid,3,0.3,Midjourney,35,86,0.4,4,5.5,High,Decreased,43800,Yes,High,Low
24806,22,Marketing,Software Engineer,0,Small,Remote,0,0.8,Copilot,21,142,4.1,5,6.6,High,Same,38812,No,Low,Low
24807,30,Finance,Manager,7,MNC,Hybrid,3,0.4,Grok,24,120,4.3,2,9.6,Low,Increased,61934,No,Low,Low
24808,23,Marketing,Manager,1,Large,Remote,4,1.4,Midjourney,42,73,1.3,0,6.3,Low,Decreased,46966,Yes,Low,Low
24809,48,Education,Software Developer,1,Small,Remote,0,4.4,Claude,13,57,0.1,3,5.0,Medium,Decreased,33562,No,High,Low
24810,46,Tech,Manager,21,Large,Hybrid,2,3.5,Copilot,12,98,2.4,5,8.5,High,Decreased,91109,No,Low,Low
24811,25,Finance,Manager,2,Small,Hybrid,1,2.3,Claude,26,79,2.3,6,6.1,Medium,Same,37385,No,High,Low
24812,22,Education,Data Analyst,0,Small,Remote,0,3.8,Midjourney,39,95,4.5,1,5.5,Medium,Decreased,30502,No,Medium,Low
24813,46,Healthcare,Designer,3,Large,Onsite,1,3.0,Copilot,20,73,5.2,0,4.7,Low,Increased,51101,No,Low,Low
24814,43,Education,Consultant,13,Medium,Hybrid,2,4.7,ChatGPT,10,95,4.5,3,5.5,Low,Decreased,74871,No,Low,Low
24815,22,Marketing,HR,0,Medium,Hybrid,3,2.8,Claude,39,143,5.2,0,6.4,Low,Same,52773,Yes,Medium,Low
24816,25,Healthcare,Software Developer,0,Small,Onsite,0,2.3,Midjourney,69,24,0.4,1,9.7,High,Decreased,43031,No,Low,Low
24817,26,Tech,Designer,0,Medium,Onsite,3,3.3,Grok,16,179,1.0,0,7.4,Low,Increased,40870,No,Medium,Low
24818,31,Healthcare,Manager,4,Small,Onsite,3,4.6,Gemini,29,0,3.0,0,4.5,High,Same,45763,No,Medium,Low
24819,37,Tech,Manager,7,Medium,Remote,2,2.9,Copilot,11,27,1.3,5,8.6,High,Decreased,48193,No,Low,Low
24820,26,Tech,Software Engineer,2,Small,Hybrid,3,2.0,Gemini,2,176,5.8,6,9.4,High,Decreased,54550,No,High,Low
24821,30,Finance,Data Scientist,6,Large,Remote,1,3.9,Grok,17,126,3.3,0,8.0,Low,Same,40104,No,High,Low
24822,33,Healthcare,Manager,8,MNC,Remote,2,1.1,ChatGPT,59,88,3.8,0,7.3,High,Increased,60070,Yes,Low,Low
24823,39,Tech,Consultant,14,MNC,Hybrid,2,4.0,Grok,17,7,2.8,7,5.9,Medium,Same,72151,No,High,Low
24824,27,Tech,Data Scientist,1,Small,Remote,0,4.3,Midjourney,55,161,0.9,4,9.7,Low,Increased,40909,No,Low,High
24825,22,Marketing,Consultant,0,Medium,Remote,3,1.6,Grok,43,154,5.0,7,6.2,High,Decreased,40135,Yes,High,Low
24826,27,Finance,Software Engineer,4,Large,Hybrid,1,3.7,Grok,35,54,5.4,4,7.8,Low,Same,54796,No,High,Low
24827,48,Healthcare,Consultant,1,Small,Hybrid,4,0.7,Gemini,20,50,1.6,5,8.8,Medium,Increased,44987,No,Medium,Low
24828,28,Finance,Consultant,4,Small,Onsite,1,2.9,ChatGPT,49,161,1.8,0,6.3,Low,Increased,44172,No,High,Low
24829,27,Education,Software Engineer,3,MNC,Hybrid,3,0.6,Gemini,41,89,4.4,5,8.3,Low,Decreased,56009,Yes,Low,Low
24830,33,Tech,Data Scientist,1,Large,Hybrid,3,1.6,Gemini,40,82,3.9,6,6.8,Low,Same,37721,Yes,Medium,Low
24831,53,Marketing,Consultant,20,Large,Onsite,1,4.8,Claude,3,20,0.0,4,4.3,High,Same,81895,No,Low,Low
24832,24,Finance,Manager,2,Large,Remote,3,4.0,Gemini,16,100,5.7,2,8.3,High,Decreased,45675,No,High,Low
24833,25,Education,Data Analyst,0,MNC,Hybrid,0,4.5,Midjourney,72,144,4.1,1,8.8,Medium,Same,31775,No,Low,High
24834,46,Retail,Consultant,24,Large,Hybrid,2,3.7,Gemini,77,135,2.8,2,7.2,Low,Increased,82595,Yes,Low,High
24835,30,Healthcare,Software Engineer,4,Small,Onsite,4,1.4,Gemini,49,130,6.0,3,4.6,Low,Increased,58716,Yes,Medium,Low
24836,40,Retail,Designer,0,MNC,Remote,1,3.2,Copilot,69,175,5.9,3,6.6,High,Same,28346,No,Medium,High
24837,34,Marketing,Data Analyst,8,Large,Onsite,0,3.9,Grok,60,18,5.4,3,9.6,High,Increased,59998,No,Medium,Low
24838,48,Healthcare,Software Developer,7,Small,Onsite,0,1.0,Copilot,55,25,0.6,5,9.3,Low,Increased,42529,No,High,Low
24839,42,Healthcare,Data Analyst,20,Large,Onsite,4,4.1,Copilot,63,8,0.3,6,7.9,Low,Increased,87936,Yes,Low,Low
24840,32,Finance,Data Analyst,5,MNC,Remote,2,4.2,Grok,10,64,5.0,7,9.9,High,Same,52189,No,Medium,Low
24841,46,Marketing,Data Analyst,4,Medium,Remote,2,0.4,Midjourney,35,43,5.6,7,4.9,Medium,Decreased,45349,Yes,Low,Low
24842,45,Education,HR,15,Large,Hybrid,3,1.2,ChatGPT,27,59,0.2,7,6.2,Medium,Increased,66422,No,High,Low
24843,50,Finance,HR,9,Large,Onsite,1,2.2,Gemini,55,3,0.5,4,10.0,Medium,Decreased,51807,No,Low,Low
24844,50,Healthcare,Software Engineer,25,Medium,Remote,4,3.9,Claude,76,64,2.2,4,7.3,Low,Increased,104171,Yes,High,Low
24845,22,Healthcare,Software Engineer,0,Large,Remote,2,3.6,Claude,79,162,5.7,1,6.0,High,Decreased,32465,Yes,Medium,High
24846,35,Tech,Software Developer,13,Large,Onsite,1,0.5,Claude,68,52,0.8,0,5.9,Medium,Increased,72703,No,High,Low
24847,44,Retail,Consultant,16,Small,Onsite,2,4.1,Grok,74,175,1.5,4,6.8,Low,Same,66455,Yes,Medium,High
24848,34,Tech,Designer,2,Large,Hybrid,4,3.4,Gemini,46,167,0.2,2,9.2,Low,Same,50274,Yes,Medium,Low
24849,38,Retail,Designer,0,Large,Hybrid,0,3.3,Gemini,22,43,4.0,6,6.4,Low,Decreased,43396,No,Medium,Low
24850,47,Tech,HR,9,Small,Hybrid,0,2.5,Gemini,20,141,5.3,7,4.2,Low,Decreased,58248,No,Low,Low
24851,33,Education,Consultant,8,Large,Remote,2,2.0,ChatGPT,9,141,0.1,1,6.8,Low,Increased,63815,No,Low,Low
24852,47,Marketing,Consultant,19,Medium,Hybrid,4,2.1,Gemini,41,48,3.0,6,9.4,Low,Decreased,79007,Yes,High,Low
24853,23,Finance,Software Developer,1,Small,Onsite,4,3.5,Grok,53,167,0.9,3,9.3,High,Increased,48551,Yes,Low,High
24854,47,Tech,Software Developer,1,Large,Remote,0,5.0,Copilot,38,62,3.1,3,9.3,High,Same,35093,No,High,Low
24855,27,Healthcare,Consultant,1,Small,Onsite,4,0.4,Gemini,28,69,2.0,4,6.3,Medium,Same,53793,No,Medium,Low
24856,32,Healthcare,Data Analyst,2,Large,Remote,3,1.8,Grok,46,11,2.9,1,9.6,Medium,Same,49147,Yes,Low,Low
24857,47,Marketing,Software Engineer,18,MNC,Hybrid,0,1.2,Claude,23,128,3.2,4,9.3,Medium,Decreased,78048,No,Low,Low
24858,29,Finance,Designer,2,Large,Onsite,2,2.8,Gemini,39,18,0.3,7,7.8,High,Same,44893,Yes,Low,Low
24859,35,Healthcare,Data Scientist,4,MNC,Onsite,4,1.8,Midjourney,72,48,2.1,4,4.0,High,Same,63830,Yes,Medium,Low
24860,36,Tech,Consultant,9,Small,Hybrid,0,2.2,ChatGPT,16,126,2.7,4,7.8,High,Decreased,49388,No,Low,Low
24861,47,Healthcare,Manager,23,Large,Hybrid,1,3.6,Midjourney,9,144,2.0,6,5.7,High,Decreased,74596,No,Medium,Low
24862,40,Retail,HR,10,MNC,Onsite,0,4.3,Claude,60,167,1.6,1,9.7,Low,Same,56614,No,Low,High
24863,32,Marketing,HR,3,Medium,Onsite,0,3.2,Midjourney,55,171,5.5,4,6.8,Low,Decreased,48243,No,Medium,High
24864,36,Finance,Data Analyst,9,MNC,Remote,0,4.3,ChatGPT,0,60,4.3,6,6.8,Low,Decreased,48564,No,Low,Low
24865,38,Education,Consultant,7,Large,Remote,0,3.7,Gemini,22,1,0.9,7,4.5,High,Same,40940,No,Low,Low
24866,33,Finance,HR,6,MNC,Remote,2,1.7,Copilot,23,107,3.1,6,4.3,High,Increased,60974,No,Low,Low
24867,51,Retail,Consultant,26,MNC,Onsite,0,4.8,Midjourney,58,140,5.5,1,4.8,Low,Same,87461,No,Medium,High
24868,31,Education,Software Developer,2,Large,Remote,2,2.3,Claude,78,83,1.4,5,9.4,Medium,Increased,37321,Yes,Low,Low
24869,41,Education,Manager,8,Small,Hybrid,1,0.6,Midjourney,39,50,2.9,7,5.8,High,Increased,61195,No,Medium,Low
24870,44,Marketing,Designer,17,Small,Hybrid,4,0.3,Copilot,73,94,1.5,7,8.5,High,Decreased,81516,Yes,High,Low
24871,52,Marketing,Data Scientist,18,Large,Remote,2,3.1,ChatGPT,14,75,5.3,2,8.5,Medium,Decreased,67284,No,Low,Low
24872,44,Education,Designer,12,Medium,Hybrid,0,4.9,ChatGPT,7,57,2.8,0,8.9,Low,Increased,53283,No,Low,Low
24873,41,Retail,Manager,0,MNC,Remote,0,4.8,ChatGPT,16,94,3.6,5,7.3,High,Increased,32529,No,Medium,Low
24874,27,Retail,Software Developer,2,MNC,Remote,1,3.2,Claude,3,108,5.5,3,6.3,Medium,Decreased,50512,No,High,Low
24875,27,Tech,Software Developer,5,Large,Onsite,3,0.0,Claude,16,52,3.9,3,4.5,High,Same,45586,No,High,Low
24876,42,Tech,Software Developer,2,Large,Hybrid,2,4.9,Gemini,2,104,2.5,6,7.2,High,Increased,35623,No,High,Low
24877,42,Healthcare,HR,4,MNC,Hybrid,3,0.6,Grok,35,63,3.5,5,5.9,Medium,Decreased,42827,Yes,Medium,Low
24878,25,Education,Designer,1,Medium,Onsite,4,4.0,Copilot,70,119,2.0,5,6.2,High,Decreased,45670,Yes,High,High
24879,51,Education,HR,4,Large,Remote,1,4.2,Midjourney,29,62,4.5,4,7.0,Low,Same,39976,No,Medium,Low
24880,30,Tech,Manager,6,Small,Hybrid,4,4.8,ChatGPT,39,148,5.2,5,9.9,Low,Increased,67651,Yes,Medium,Low
24881,36,Education,Consultant,9,Large,Hybrid,1,2.9,ChatGPT,45,166,0.5,6,7.2,High,Decreased,65073,No,Medium,Low
24882,28,Healthcare,Manager,5,MNC,Hybrid,3,4.3,Claude,7,67,4.1,7,8.7,Medium,Decreased,59060,No,Low,Low
24883,38,Education,HR,15,Large,Hybrid,0,0.2,ChatGPT,78,108,0.8,0,8.3,Low,Same,55462,No,High,Low
24884,53,Retail,Data Analyst,16,Medium,Hybrid,3,0.8,Gemini,17,25,4.0,1,5.6,High,Decreased,85694,No,Medium,Low
24885,36,Retail,Manager,1,Small,Remote,4,0.1,Midjourney,20,43,5.3,3,5.4,Medium,Increased,54950,No,High,Low
24886,34,Marketing,Manager,5,Small,Onsite,1,0.8,Claude,2,151,4.1,7,6.2,Medium,Decreased,53936,No,High,Low
24887,43,Tech,Manager,8,Medium,Remote,3,4.8,Claude,58,95,2.6,3,9.3,Low,Increased,59210,Yes,Low,Low
24888,32,Tech,Data Scientist,0,MNC,Hybrid,0,2.8,Gemini,48,46,4.6,0,8.0,Low,Increased,35822,No,High,Low
24889,39,Healthcare,Consultant,1,MNC,Hybrid,2,2.5,Copilot,39,131,2.8,4,7.4,Medium,Decreased,40667,Yes,Low,Low
24890,25,Tech,HR,3,Medium,Hybrid,3,4.4,Midjourney,3,124,4.7,6,9.5,High,Same,44386,No,Medium,Low
24891,43,Tech,Software Developer,14,Large,Hybrid,0,3.3,Midjourney,13,93,2.8,7,7.8,Medium,Increased,66595,No,High,Low
24892,36,Finance,Data Scientist,1,Large,Onsite,1,4.4,Gemini,79,129,3.6,7,8.5,Low,Increased,48824,No,Low,High
24893,36,Marketing,Software Developer,9,Large,Remote,2,2.3,Midjourney,7,52,2.5,2,8.9,High,Decreased,64738,No,Low,Low
24894,45,Retail,Data Scientist,6,MNC,Onsite,2,0.5,Grok,74,117,3.2,5,7.0,Low,Increased,47477,Yes,Medium,Low
24895,51,Finance,Designer,28,MNC,Remote,3,0.6,Claude,47,108,5.1,1,6.6,Medium,Increased,98979,Yes,Medium,Low
24896,52,Education,Consultant,14,Large,Hybrid,2,3.3,Claude,18,177,1.2,6,5.6,Medium,Same,63206,No,Low,Low
24897,43,Finance,Software Developer,11,Large,Hybrid,0,1.0,Grok,36,133,2.2,0,5.2,High,Increased,64459,No,Low,Low
24898,48,Finance,Software Developer,17,Large,Hybrid,2,1.9,Gemini,23,69,1.7,5,8.5,High,Same,72446,No,Medium,Low
24899,25,Healthcare,Consultant,2,MNC,Onsite,3,0.6,Copilot,7,102,5.8,6,7.1,High,Decreased,49341,No,Low,Low
24900,47,Education,Designer,2,Small,Hybrid,1,1.3,Midjourney,15,66,1.8,7,9.1,High,Same,51251,No,Low,Low
24901,44,Retail,Software Engineer,7,Medium,Onsite,2,1.8,Gemini,24,123,5.1,7,5.6,Medium,Increased,58306,No,Low,Low
24902,30,Marketing,Manager,7,Medium,Remote,1,1.6,Grok,28,152,3.2,4,7.9,High,Same,54197,No,Low,Low
24903,38,Finance,Consultant,2,Small,Onsite,2,1.8,ChatGPT,68,6,4.9,2,8.7,Low,Decreased,41212,Yes,High,Low
24904,48,Retail,Data Scientist,15,Small,Hybrid,4,3.9,Midjourney,11,108,2.4,2,7.8,Low,Same,82241,No,Low,Low
24905,22,Education,Software Engineer,0,Medium,Remote,0,4.5,ChatGPT,43,59,4.9,7,9.1,Medium,Same,35255,No,High,Low
24906,22,Education,Data Scientist,0,Large,Hybrid,3,0.2,Claude,54,165,4.5,5,6.5,Medium,Increased,49490,Yes,Medium,Low
24907,45,Education,Software Engineer,2,MNC,Hybrid,3,0.1,ChatGPT,63,174,3.1,6,9.9,Medium,Increased,48188,Yes,High,Low
24908,46,Retail,Manager,18,MNC,Hybrid,0,0.7,Claude,49,110,4.5,0,9.5,Low,Decreased,75780,No,Low,Low
24909,42,Marketing,Software Developer,11,MNC,Remote,3,3.2,Midjourney,11,51,2.0,4,6.9,High,Same,57150,No,High,Low
24910,40,Tech,Software Engineer,3,Large,Hybrid,0,4.1,Midjourney,54,170,3.4,7,6.6,Low,Decreased,37617,No,Medium,High
24911,49,Finance,Software Developer,26,Medium,Remote,0,2.1,Copilot,24,156,3.6,0,5.6,High,Same,86955,No,Medium,Low
24912,33,Healthcare,Data Analyst,6,Large,Remote,3,0.5,Grok,55,138,4.1,7,4.6,Low,Increased,46043,Yes,Low,Low
24913,31,Healthcare,Software Developer,6,Small,Remote,1,3.8,Midjourney,65,157,2.8,3,6.9,High,Decreased,54516,No,Medium,High
24914,26,Retail,HR,1,Medium,Onsite,0,2.2,Gemini,50,21,4.5,4,6.7,Low,Same,45355,No,Medium,Low
24915,28,Finance,Data Scientist,6,MNC,Onsite,1,2.8,Claude,0,115,5.3,6,9.4,Low,Same,52701,No,Low,Low
24916,52,Retail,HR,10,Medium,Hybrid,0,2.8,Claude,2,107,5.4,4,7.3,High,Decreased,58817,No,Medium,Low
24917,29,Education,HR,5,Large,Hybrid,1,4.8,Grok,68,116,1.2,4,5.7,Medium,Increased,39200,No,Low,High
24918,51,Healthcare,Software Developer,11,Medium,Remote,4,1.6,Copilot,48,137,0.1,1,7.6,High,Same,73734,Yes,Medium,Low
24919,34,Finance,Data Analyst,3,Small,Remote,1,0.7,Midjourney,64,68,4.2,5,9.9,Low,Same,51984,No,Low,Low
24920,40,Retail,Data Analyst,15,MNC,Onsite,0,0.4,Copilot,35,69,1.4,2,9.0,Low,Increased,72893,No,Low,Low
24921,48,Education,Consultant,16,Small,Hybrid,0,1.1,Gemini,33,112,1.2,3,9.6,Low,Decreased,71304,No,Low,Low
24922,42,Education,Designer,2,MNC,Hybrid,3,0.6,Copilot,46,125,4.4,2,9.4,High,Same,46235,Yes,Low,Low
24923,28,Education,Software Engineer,4,Medium,Remote,1,2.7,Copilot,49,66,2.8,6,5.4,Medium,Same,52005,No,High,Low
24924,49,Marketing,Software Developer,25,Large,Remote,3,3.8,Grok,8,76,4.8,5,9.1,Medium,Decreased,100924,No,Medium,Low
24925,27,Healthcare,Software Engineer,0,Small,Remote,3,4.3,Midjourney,34,80,0.5,5,9.6,High,Same,34025,Yes,High,Low
24926,39,Finance,Data Scientist,9,MNC,Hybrid,3,1.2,ChatGPT,33,125,5.3,7,8.9,Low,Same,66067,Yes,Medium,Low
24927,41,Tech,Data Analyst,15,Small,Onsite,1,3.0,Gemini,23,176,0.2,1,10.0,Low,Increased,75330,No,Medium,Low
24928,45,Finance,Software Developer,3,MNC,Hybrid,0,1.2,Claude,76,126,5.1,2,5.7,Low,Increased,32546,No,Medium,Low
24929,51,Finance,HR,9,Medium,Remote,2,0.2,ChatGPT,44,169,0.2,6,9.6,Low,Same,53406,Yes,High,Low
24930,33,Marketing,Designer,1,Large,Hybrid,2,0.2,Claude,33,32,2.4,4,6.6,Low,Same,39829,Yes,Medium,Low
24931,40,Finance,Software Developer,13,Medium,Onsite,3,4.4,Claude,42,131,2.4,5,5.6,Medium,Increased,65765,Yes,Medium,Low
24932,33,Education,Designer,8,Large,Remote,1,2.8,ChatGPT,78,146,0.5,5,9.2,Low,Decreased,56213,No,Medium,Low
24933,25,Finance,HR,2,MNC,Hybrid,3,3.9,ChatGPT,8,41,3.6,2,8.1,High,Decreased,53174,No,Medium,Low
24934,42,Marketing,Software Engineer,13,Large,Hybrid,0,2.6,Grok,61,49,1.5,0,4.4,Low,Increased,69197,No,High,Low
24935,44,Retail,Data Analyst,9,Medium,Remote,1,0.3,Claude,27,3,1.5,3,6.0,Medium,Same,48848,No,Low,Low
24936,24,Tech,HR,1,MNC,Hybrid,0,1.0,Midjourney,28,83,5.2,4,5.2,Low,Increased,39253,No,Medium,Low
24937,40,Tech,HR,9,Large,Remote,1,2.7,Gemini,53,59,3.3,5,9.4,High,Same,49549,No,Medium,Low
24938,32,Marketing,Designer,8,Small,Hybrid,0,3.5,ChatGPT,57,176,2.0,7,9.7,High,Decreased,53055,No,Low,High
24939,35,Marketing,Data Analyst,9,MNC,Hybrid,2,0.4,Copilot,10,85,1.2,1,7.0,Low,Decreased,60877,No,High,Low
24940,24,Healthcare,Manager,2,Small,Onsite,1,2.9,ChatGPT,9,56,3.0,7,7.6,High,Increased,36078,No,Medium,Low
24941,26,Healthcare,Data Analyst,2,Large,Remote,4,3.2,ChatGPT,14,77,2.0,1,4.0,High,Decreased,49429,No,Low,Low
24942,22,Education,Designer,0,Large,Hybrid,4,4.5,ChatGPT,78,65,2.2,0,5.9,Low,Same,47405,Yes,Medium,Low
24943,49,Healthcare,Data Scientist,12,Small,Onsite,2,2.7,Grok,56,155,5.4,6,4.4,High,Same,68510,Yes,High,Low
24944,52,Marketing,Software Developer,13,Large,Remote,3,1.2,Claude,26,159,3.7,2,6.8,Medium,Same,63079,No,Low,Low
24945,42,Tech,Consultant,15,MNC,Onsite,4,0.0,Midjourney,62,130,4.0,2,8.4,High,Decreased,78809,Yes,High,Low
24946,24,Finance,Data Analyst,0,Small,Onsite,1,3.3,Grok,14,24,1.7,5,8.5,Low,Decreased,42264,No,Medium,Low
24947,24,Retail,Designer,0,MNC,Remote,1,1.1,Grok,72,149,3.5,6,9.2,Medium,Same,41939,No,Medium,Low
24948,22,Education,Consultant,0,Small,Hybrid,0,0.1,Copilot,12,103,1.6,3,9.9,Low,Increased,36386,No,Low,Low
24949,29,Education,Software Engineer,5,Medium,Onsite,0,4.3,Gemini,12,159,0.8,6,8.3,Low,Same,44147,No,Medium,Low
24950,38,Education,Designer,13,Small,Hybrid,0,4.4,Copilot,61,35,0.2,7,5.0,Medium,Increased,61090,No,High,Low
24951,52,Retail,Data Scientist,23,Small,Onsite,0,4.4,Midjourney,53,79,2.2,6,6.9,Medium,Same,90414,No,Medium,Low
24952,46,Healthcare,Data Scientist,24,MNC,Remote,2,1.4,Grok,66,148,0.0,0,7.4,Medium,Same,91403,Yes,High,Low
24953,25,Marketing,Designer,2,Large,Hybrid,1,2.9,Grok,17,69,5.8,7,7.4,High,Same,36716,No,Low,Low
24954,25,Healthcare,Designer,1,Medium,Hybrid,2,2.9,Gemini,41,77,3.7,0,4.4,Low,Decreased,37927,Yes,Low,Low
24955,48,Education,Manager,0,Medium,Hybrid,2,3.9,Gemini,40,1,1.9,6,4.4,Low,Increased,33446,Yes,Medium,Low
24956,35,Finance,Data Scientist,11,Medium,Hybrid,2,5.0,Grok,54,50,1.5,1,6.8,Medium,Same,67043,Yes,Medium,Low
24957,52,Retail,Software Engineer,12,MNC,Remote,1,4.7,Grok,29,121,2.8,0,8.8,Low,Increased,62641,No,Medium,Low
24958,47,Finance,Software Engineer,22,Large,Hybrid,1,2.7,Claude,79,5,5.7,2,5.7,High,Increased,82081,No,Low,Low
24959,33,Healthcare,Data Analyst,9,MNC,Remote,1,4.9,Midjourney,67,147,3.3,5,6.1,Low,Same,51351,No,Medium,High
24960,46,Finance,Designer,7,MNC,Remote,2,3.9,Copilot,54,100,4.8,5,6.0,Low,Same,48374,Yes,Low,High
24961,27,Finance,Data Analyst,4,Small,Hybrid,0,1.7,ChatGPT,47,63,3.8,4,8.6,High,Increased,49928,No,High,Low
24962,54,Healthcare,Data Analyst,24,Small,Hybrid,0,1.8,Claude,44,118,3.4,2,7.7,Medium,Same,75261,No,Medium,Low
24963,51,Healthcare,Manager,6,Medium,Remote,4,4.0,Gemini,15,138,3.2,1,4.1,High,Increased,56070,No,Low,Low
24964,39,Retail,Consultant,7,Medium,Onsite,2,3.0,Midjourney,21,49,0.2,1,5.0,Low,Same,55673,No,Low,Low
24965,24,Tech,Designer,0,Medium,Onsite,3,1.0,Grok,21,118,3.6,0,6.3,High,Same,44559,No,Low,Low
24966,32,Education,Designer,6,MNC,Remote,3,1.4,Gemini,34,16,3.3,7,5.4,High,Same,46188,Yes,Medium,Low
24967,38,Tech,HR,14,MNC,Onsite,1,2.4,Gemini,64,161,1.0,2,5.5,Low,Increased,62101,No,High,Low
24968,38,Tech,Software Developer,15,Medium,Onsite,1,2.8,ChatGPT,48,113,0.6,6,5.9,Medium,Decreased,72943,No,High,Low
24969,39,Tech,Designer,14,Large,Onsite,0,2.5,ChatGPT,39,128,3.5,4,7.4,Low,Same,63857,No,High,Low
24970,42,Education,Software Developer,16,Large,Hybrid,4,3.4,Grok,52,121,0.3,3,6.6,Low,Increased,80794,Yes,Medium,High
24971,52,Tech,Consultant,23,MNC,Remote,2,0.8,Grok,13,161,3.2,3,5.0,Low,Increased,79329,No,High,Low
24972,24,Retail,Software Engineer,1,Small,Onsite,2,0.3,Copilot,68,170,1.3,4,4.8,Low,Decreased,42887,Yes,Low,Low
24973,23,Education,HR,1,MNC,Onsite,3,0.6,Midjourney,70,68,2.0,2,6.7,High,Same,38273,Yes,High,Low
24974,27,Tech,Designer,5,Small,Onsite,4,4.5,Midjourney,8,70,5.5,5,4.9,Medium,Same,66097,No,Medium,Low
24975,45,Marketing,Software Engineer,4,Small,Onsite,2,3.8,Copilot,2,84,2.5,3,8.3,High,Decreased,47436,No,Medium,Low
24976,52,Education,Manager,22,Medium,Remote,3,3.0,Grok,48,85,1.3,6,5.6,Medium,Decreased,88554,Yes,High,Low
24977,43,Marketing,Software Engineer,16,Medium,Remote,3,2.1,Claude,78,103,3.8,6,7.2,High,Same,78740,Yes,Low,Low
24978,29,Education,Consultant,2,Medium,Onsite,4,4.6,Grok,43,67,2.7,2,9.6,Low,Increased,46674,Yes,Low,Low
24979,45,Education,Data Analyst,13,Large,Onsite,4,1.6,Grok,18,92,0.1,2,8.7,Medium,Same,77492,No,High,Low
24980,46,Finance,Designer,0,MNC,Hybrid,3,1.3,Copilot,63,169,5.7,4,9.8,Medium,Increased,41494,Yes,Low,Low
24981,42,Tech,Software Engineer,2,MNC,Hybrid,4,3.1,Copilot,64,94,4.0,3,7.6,Medium,Decreased,53563,Yes,High,Low
24982,26,Healthcare,Software Engineer,0,Medium,Hybrid,1,2.6,Gemini,0,23,5.3,2,5.2,Medium,Same,38849,No,Low,Low
24983,24,Retail,Software Developer,1,Small,Onsite,0,2.3,ChatGPT,16,69,4.0,5,7.5,Medium,Same,28196,No,High,Low
24984,28,Finance,Consultant,0,Medium,Onsite,3,2.0,Grok,12,15,5.8,7,10.0,High,Same,46036,No,Low,Low
24985,30,Healthcare,HR,7,MNC,Hybrid,0,4.1,Gemini,35,17,3.0,4,5.0,High,Same,45030,No,High,Low
24986,47,Finance,Consultant,20,Medium,Onsite,1,1.6,Grok,77,68,1.3,7,9.2,Low,Decreased,78491,No,High,Low
24987,23,Finance,Software Engineer,1,Medium,Remote,1,4.5,Claude,45,149,3.0,7,8.3,Medium,Same,48133,No,High,Low
24988,54,Marketing,Software Engineer,16,Medium,Remote,2,0.1,Claude,72,77,1.6,6,4.2,High,Increased,64168,Yes,High,Low
24989,54,Marketing,Data Analyst,22,MNC,Remote,1,2.7,ChatGPT,36,79,3.2,4,7.0,High,Increased,90533,No,Medium,Low
24990,44,Tech,Consultant,17,Large,Hybrid,4,3.0,Copilot,15,44,5.7,3,8.9,Low,Same,78395,No,Low,Low
24991,42,Marketing,Software Engineer,19,MNC,Onsite,1,2.8,Midjourney,31,169,1.9,2,4.4,Low,Same,70002,No,High,Low
24992,45,Healthcare,Software Engineer,9,Small,Remote,3,1.7,Midjourney,12,13,3.5,1,4.6,Low,Increased,71514,No,Medium,Low
24993,44,Finance,Data Analyst,1,MNC,Hybrid,4,1.7,Copilot,1,140,2.6,5,5.8,Low,Same,48156,No,Medium,Low
24994,48,Marketing,Designer,17,MNC,Hybrid,3,4.7,Claude,4,70,5.7,0,6.0,Low,Increased,78399,No,Medium,Low
24995,41,Finance,Data Scientist,1,Small,Remote,2,2.7,ChatGPT,35,69,2.1,0,5.3,Medium,Increased,51694,Yes,Low,Low
24996,46,Healthcare,Consultant,15,Small,Remote,4,2.4,Gemini,57,100,0.8,2,6.0,Low,Increased,70408,Yes,Medium,Low
24997,22,Education,Software Engineer,0,Medium,Onsite,3,0.2,Copilot,43,9,0.2,2,6.3,Medium,Same,46997,Yes,Low,Low
24998,35,Marketing,Data Scientist,6,Large,Hybrid,4,3.8,Claude,11,115,5.6,2,9.7,High,Increased,66340,No,Low,Low
24999,53,Marketing,Software Developer,23,Large,Remote,4,3.3,Grok,47,149,2.7,5,8.9,Medium,Increased,94041,Yes,Low,Low
25000,22,Retail,Consultant,0,MNC,Remote,0,3.3,Copilot,71,136,3.7,7,7.6,Medium,Increased,43205,No,High,High
25001,22,Education,Software Developer,0,Large,Onsite,1,4.5,Grok,12,152,4.9,3,9.8,High,Decreased,28491,No,Low,Low
25002,27,Finance,Consultant,1,MNC,Onsite,2,2.8,Gemini,28,33,3.9,0,7.5,Low,Same,40489,No,Medium,Low
25003,35,Tech,HR,4,MNC,Onsite,2,3.7,Midjourney,54,48,3.5,0,6.2,Low,Decreased,56544,Yes,Medium,Low
